service_call_id,customer_id,technician_id,equipment_id,service_date,service_type,duration_hours,labor_cost,parts_cost,total_cost
761,464,3,37,2024-11-03,Repair,7.3,365.0,215.6,580.6
762,171,6,13,2025-03-28,Repair,6.4,531.2,284.13,815.33
763,227,14,32,2025-01-06,Maintenance,7.9,466.1,130.92,597.02
764,230,9,3,2025-03-07,Emergency,6.0,384.0,95.02,479.02
765,421,2,42,2025-07-01,Installation,6.1,329.4,171.5,500.9
766,267,1,24,2025-02-10,Emergency,7.1,390.5,74.24,464.74
767,312,7,50,2024-11-26,Maintenance,1.3,68.9,251.44,320.34000000000003
768,492,15,40,2025-03-01,Repair,5.3,280.9,222.66,503.55999999999995
769,395,14,45,2025-04-23,Inspection,1.4,86.8,297.23,384.03000000000003
770,385,9,18,2024-11-08,Maintenance,7.8,514.8,211.23,726.03
771,412,1,13,2025-06-11,Installation,6.5,390.0,86.75,476.75
772,276,15,33,2024-09-24,Installation,3.6,252.0,163.95,415.95
773,189,11,1,2025-03-24,Maintenance,4.6,285.2,151.54,436.74
774,279,2,23,2024-12-22,Emergency,4.0,376.0,94.39,470.39
775,211,10,19,2024-12-24,Repair,2.4,170.4,216.31,386.71000000000004
776,405,4,7,2024-12-01,Repair,1.5,81.0,189.73,270.73
777,68,3,30,2025-06-01,Inspection,1.6,113.6,274.66,388.26
778,339,6,13,2025-07-07,Installation,1.7,141.1,107.61,248.70999999999998
779,239,9,6,2024-08-06,Installation,1.1,77.0,145.11,222.11
780,340,13,32,2024-09-02,Maintenance,1.1,95.7,131.16,226.86
781,28,4,33,2024-12-25,Repair,4.1,385.4,143.82,529.22
782,180,12,21,2025-04-14,Maintenance,4.4,334.4,85.72,420.12
783,112,8,38,2024-11-19,Maintenance,4.1,209.1,165.43,374.53
784,429,5,31,2025-06-20,Emergency,3.2,281.6,282.04,563.6400000000001
785,264,6,45,2024-09-21,Repair,6.1,567.3,134.24,701.54
786,454,3,30,2024-08-13,Installation,6.1,335.5,290.73,626.23
787,500,14,41,2025-04-26,Repair,5.3,450.5,159.12,609.62
788,232,13,14,2024-12-04,Installation,8.0,712.0,53.8,765.8
789,495,7,8,2024-11-16,Inspection,4.8,465.6,65.89,531.49
790,87,4,14,2025-04-25,Maintenance,5.1,336.6,36.01,372.61
791,293,6,25,2025-01-24,Installation,2.6,137.8,296.05,433.85
792,299,6,14,2024-11-30,Inspection,7.7,515.9,73.04,588.9399999999999
793,208,8,10,2025-05-14,Installation,1.8,171.0,208.65,379.65
794,359,12,39,2025-03-17,Repair,4.5,247.5,50.99,298.49
795,283,7,25,2024-10-22,Inspection,3.5,220.5,134.69,355.19
796,191,8,37,2025-08-02,Emergency,2.6,179.4,137.77,317.17
797,161,11,8,2024-10-01,Inspection,7.7,654.5,294.14,948.64
798,247,2,1,2024-09-30,Maintenance,3.9,234.0,193.87,427.87
799,481,3,7,2024-10-22,Maintenance,1.9,112.1,172.93,285.03
800,218,6,21,2024-11-17,Inspection,7.5,442.5,282.58,725.0799999999999
801,96,10,24,2025-07-10,Inspection,4.3,417.1,77.45,494.55
802,423,8,25,2025-01-20,Repair,4.0,240.0,26.24,266.24
803,442,13,1,2025-05-03,Emergency,7.8,499.2,96.7,595.9
804,351,15,47,2025-04-22,Installation,2.7,156.6,223.08,379.68
805,431,7,22,2024-10-15,Maintenance,3.0,288.0,26.2,314.2
806,478,13,47,2025-01-07,Maintenance,4.5,292.5,55.44,347.94
807,221,13,30,2024-11-05,Installation,4.3,245.1,259.86,504.96000000000004
808,419,1,2,2024-12-11,Installation,2.3,151.8,283.31,435.11
809,447,15,27,2025-05-06,Repair,3.5,318.5,66.12,384.62
810,232,11,38,2025-06-11,Repair,2.0,128.0,220.91,348.90999999999997
811,416,11,27,2024-11-22,Emergency,7.1,532.5,198.95,731.45
812,305,11,46,2024-10-18,Repair,2.7,162.0,105.38,267.38
813,149,1,4,2024-11-14,Inspection,6.4,448.0,144.49,592.49
814,120,4,44,2024-11-04,Maintenance,3.1,182.9,227.78,410.68
815,86,11,44,2024-12-29,Repair,7.3,686.2,85.94,772.1400000000001
816,446,4,28,2025-07-09,Emergency,7.5,472.5,57.21,529.71
817,331,12,46,2025-03-23,Emergency,5.3,365.7,190.47,556.17
818,352,3,42,2025-08-03,Installation,7.3,379.6,288.5,668.1
819,45,10,24,2024-12-23,Emergency,2.3,174.8,134.05,308.85
820,185,13,10,2025-03-27,Installation,2.5,227.5,258.12,485.62
821,65,1,12,2025-08-01,Maintenance,3.4,295.8,61.4,357.2
822,132,8,24,2024-12-30,Repair,1.9,108.3,257.93,366.23
823,182,10,40,2025-02-28,Emergency,5.1,346.8,215.02,561.82
824,409,9,46,2025-06-13,Repair,5.8,527.8,138.36,666.16
825,484,14,38,2024-10-21,Installation,1.6,110.4,150.06,260.46000000000004
826,450,14,21,2025-05-04,Maintenance,5.5,390.5,23.66,414.16
827,372,12,38,2025-06-03,Repair,2.4,148.8,220.66,369.46000000000004
828,401,11,26,2024-12-30,Inspection,2.7,191.7,243.77,435.47
829,348,7,19,2024-09-08,Maintenance,1.7,117.3,255.79,373.09
830,454,1,35,2024-11-06,Maintenance,5.7,324.9,63.98,388.88
831,412,4,25,2025-06-12,Emergency,3.8,250.8,41.69,292.49
832,59,6,2,2024-11-05,Inspection,1.2,74.4,16.1,90.5
833,128,5,25,2025-04-23,Emergency,7.2,417.6,83.32,500.92
834,295,14,44,2024-08-23,Installation,3.1,189.1,281.49,470.59000000000003
835,270,15,10,2025-05-17,Inspection,1.6,152.0,258.08,410.08
836,456,12,23,2025-02-18,Inspection,7.0,637.0,216.29,853.29
837,285,6,16,2025-04-01,Emergency,5.2,322.4,249.14,571.54
838,133,13,43,2025-03-31,Repair,4.3,232.2,248.27,480.47
839,40,3,8,2024-12-08,Inspection,7.3,700.8,208.68,909.48
840,307,8,9,2025-05-11,Repair,3.9,323.7,49.12,372.82
841,293,15,6,2025-02-10,Repair,4.8,451.2,123.6,574.8
842,38,13,20,2025-04-24,Repair,7.9,711.0,177.08,888.08
843,180,11,15,2025-06-04,Repair,7.3,394.2,76.58,470.78
844,399,10,41,2024-12-02,Repair,5.7,570.0,263.29,833.29
845,308,8,50,2025-06-07,Repair,4.4,356.4,130.78,487.17999999999995
846,272,11,26,2025-04-26,Installation,4.7,333.7,172.73,506.42999999999995
847,127,5,45,2025-07-14,Maintenance,1.9,136.8,155.05,291.85
848,7,6,45,2024-10-13,Inspection,2.2,213.4,293.68,507.08000000000004
849,406,14,12,2025-02-14,Repair,4.9,406.7,86.12,492.82
850,70,15,46,2025-02-17,Maintenance,4.8,384.0,79.11,463.11
851,238,15,11,2025-01-04,Installation,2.4,206.4,42.5,248.9
852,220,13,49,2024-10-29,Installation,3.8,368.6,298.78,667.38
853,23,6,43,2025-01-18,Maintenance,2.7,259.2,161.43,420.63
854,296,2,25,2025-06-06,Repair,2.6,156.0,241.65,397.65
855,322,11,26,2025-03-13,Emergency,6.1,433.1,247.93,681.03
856,233,15,16,2025-05-30,Inspection,1.5,102.0,181.67,283.66999999999996
857,33,5,34,2024-10-13,Inspection,4.2,256.2,158.92,415.12
858,243,5,19,2025-07-22,Repair,4.9,333.2,262.2,595.4
859,130,9,21,2025-01-02,Maintenance,3.8,262.2,291.86,554.06
860,275,14,16,2025-06-09,Installation,6.7,435.5,97.83,533.33
861,454,11,36,2024-10-27,Repair,4.6,400.2,45.96,446.15999999999997
862,313,8,25,2024-09-27,Emergency,3.1,254.2,108.08,362.28
863,358,13,37,2025-02-28,Maintenance,1.1,67.1,11.19,78.28999999999999
864,364,13,46,2024-11-16,Maintenance,2.3,163.3,157.49,320.79
865,441,4,32,2024-10-11,Maintenance,4.7,423.0,217.28,640.28
866,392,3,19,2024-12-09,Installation,3.0,150.0,129.3,279.3
867,215,7,5,2025-05-16,Repair,4.6,446.2,178.04,624.24
868,395,5,6,2025-03-10,Installation,2.0,166.0,87.98,253.98000000000002
869,141,8,1,2025-06-27,Emergency,4.0,364.0,260.74,624.74
870,203,11,21,2025-06-04,Repair,4.0,300.0,21.9,321.9
871,458,10,17,2025-05-28,Maintenance,7.1,362.1,10.16,372.26000000000005
872,170,9,44,2025-02-22,Inspection,4.1,229.6,28.63,258.23
873,85,4,27,2024-10-13,Emergency,7.9,576.7,106.6,683.3000000000001
874,9,9,19,2025-04-06,Repair,3.4,190.4,19.85,210.25
875,129,8,1,2024-11-21,Emergency,1.5,109.5,299.28,408.78
876,485,15,34,2025-06-08,Maintenance,1.6,139.2,96.02,235.21999999999997
877,197,10,18,2025-03-21,Inspection,6.6,343.2,266.77,609.97
878,401,15,41,2024-08-14,Inspection,2.9,266.8,203.01,469.81
879,22,5,29,2024-08-11,Installation,7.1,688.7,44.87,733.57
880,154,13,25,2025-02-18,Emergency,3.4,251.6,88.92,340.52
881,119,14,9,2025-03-01,Maintenance,1.3,97.5,250.09,347.59000000000003
882,144,3,34,2025-03-27,Installation,5.6,560.0,52.19,612.19
883,389,6,8,2025-03-03,Emergency,7.8,475.8,11.09,486.89
884,395,4,18,2025-01-31,Installation,5.8,452.4,152.45,604.8499999999999
885,292,7,41,2024-10-01,Emergency,7.3,511.0,248.3,759.3
886,365,13,33,2025-05-31,Installation,3.0,186.0,40.34,226.34
887,154,7,17,2024-12-26,Repair,1.7,163.2,240.94,404.14
888,473,4,27,2025-06-18,Installation,1.8,111.6,20.59,132.19
889,191,3,30,2024-11-30,Maintenance,2.2,178.2,80.52,258.71999999999997
890,148,7,42,2025-05-22,Installation,3.4,231.2,172.25,403.45
891,352,1,17,2025-04-07,Inspection,7.2,496.8,33.97,530.77
892,179,14,28,2025-01-15,Inspection,6.6,330.0,33.28,363.28
893,332,3,49,2024-08-12,Emergency,3.8,273.6,184.67,458.27
894,235,10,44,2024-08-12,Installation,1.5,82.5,95.5,178.0
895,30,14,31,2025-03-21,Installation,2.7,178.2,158.65,336.85
896,481,2,45,2025-06-13,Inspection,3.9,296.4,72.15,368.54999999999995
897,324,10,25,2024-12-01,Maintenance,1.6,153.6,263.42,417.02
898,283,6,35,2024-09-24,Installation,3.8,304.0,226.32,530.3199999999999
899,202,7,21,2024-09-14,Installation,6.3,422.1,293.28,715.38
900,156,15,35,2025-03-05,Maintenance,2.3,227.7,278.72,506.42
901,196,13,29,2025-05-09,Maintenance,2.3,172.5,6.23,178.73
902,304,8,47,2024-09-02,Maintenance,2.5,227.5,207.65,435.15
903,96,9,12,2025-02-07,Repair,4.3,249.4,101.11,350.51
904,322,4,34,2025-01-02,Emergency,6.7,355.1,26.58,381.68
905,305,12,27,2025-04-30,Installation,7.6,691.6,292.06,983.6600000000001
906,386,3,36,2024-09-13,Maintenance,1.9,134.9,244.94,379.84000000000003
907,434,10,43,2025-01-12,Repair,5.2,483.6,271.42,755.02
908,323,3,41,2025-04-21,Repair,5.5,297.0,105.63,402.63
909,38,14,43,2025-06-21,Emergency,6.1,542.9,183.15,726.05
910,297,7,3,2025-04-23,Installation,2.7,240.3,262.52,502.82
911,398,14,41,2024-10-21,Emergency,1.9,125.4,248.5,373.9
912,410,11,44,2025-05-18,Emergency,4.4,286.0,209.96,495.96000000000004
913,439,5,22,2024-08-05,Inspection,4.6,377.2,267.78,644.98
914,118,4,30,2024-08-20,Inspection,1.5,88.5,65.89,154.39
915,443,4,50,2024-08-21,Repair,4.2,247.8,278.24,526.04
916,82,12,40,2024-12-29,Emergency,4.8,268.8,20.87,289.67
917,135,5,36,2025-02-02,Repair,1.5,97.5,36.19,133.69
918,248,1,45,2024-10-07,Maintenance,5.0,260.0,265.71,525.71
919,61,14,20,2024-12-20,Maintenance,6.7,495.8,223.97,719.77
920,124,9,5,2024-10-13,Repair,6.9,441.6,44.78,486.38
921,189,1,47,2024-08-28,Repair,1.6,104.0,24.45,128.45
922,174,8,44,2025-06-15,Installation,6.6,587.4,93.98,681.38
923,446,4,39,2025-07-10,Inspection,5.8,290.0,288.48,578.48
924,211,14,1,2024-11-21,Installation,2.4,134.4,183.49,317.89
925,458,11,21,2025-01-29,Inspection,5.2,327.6,156.95,484.55
926,60,2,38,2025-07-09,Inspection,3.6,230.4,22.59,252.99
927,186,13,47,2024-12-26,Repair,3.8,307.8,188.8,496.6
928,336,3,45,2025-04-29,Emergency,5.0,360.0,11.23,371.23
929,253,2,11,2025-08-03,Inspection,2.0,198.0,103.81,301.81
930,275,3,17,2025-02-22,Installation,1.5,147.0,237.28,384.28
931,322,1,35,2024-12-16,Emergency,5.3,376.3,219.32,595.62
932,310,3,7,2024-10-25,Emergency,2.5,160.0,81.61,241.61
933,448,10,35,2024-11-07,Emergency,2.8,198.8,152.73,351.53
934,77,9,31,2025-02-01,Installation,6.4,371.2,0.01,371.21
935,186,5,7,2024-12-21,Emergency,5.5,478.5,214.16,692.66
936,18,6,44,2025-07-30,Repair,4.3,236.5,227.57,464.07
937,184,4,5,2024-10-04,Emergency,2.6,189.8,198.86,388.66
938,374,7,47,2025-05-22,Inspection,6.4,384.0,28.2,412.2
939,245,7,39,2025-04-26,Inspection,2.4,156.0,220.86,376.86
940,248,5,27,2025-07-04,Maintenance,6.1,335.5,179.3,514.8
941,363,15,48,2024-08-15,Maintenance,2.6,228.8,194.33,423.13
942,177,10,39,2025-01-09,Inspection,5.9,418.9,200.13,619.03
943,174,12,34,2024-10-06,Emergency,2.9,263.9,119.95,383.84999999999997
944,74,14,36,2025-02-02,Installation,6.5,481.0,67.19,548.19
945,56,12,8,2024-08-23,Repair,1.3,87.1,12.8,99.89999999999999
946,126,13,41,2025-04-23,Installation,1.7,168.3,285.75,454.05
947,167,5,38,2025-05-19,Installation,1.1,92.4,27.32,119.72
948,434,9,13,2024-08-24,Repair,1.7,90.1,141.66,231.76
949,401,11,8,2024-08-21,Emergency,2.5,187.5,88.48,275.98
950,328,8,18,2025-07-19,Installation,4.0,284.0,55.87,339.87
951,264,14,19,2024-08-20,Emergency,3.6,187.2,168.78,355.98
952,61,12,28,2025-07-29,Maintenance,3.8,269.8,128.94,398.74
953,464,2,5,2024-11-26,Installation,3.1,167.4,34.15,201.55
954,407,12,38,2025-03-15,Emergency,7.7,546.7,57.49,604.19
955,111,7,24,2025-05-18,Repair,3.9,249.6,202.27,451.87
956,162,9,35,2025-05-14,Installation,5.1,510.0,294.38,804.38
957,21,11,47,2025-03-05,Repair,3.5,255.5,262.94,518.44
958,242,2,21,2025-03-25,Emergency,3.8,281.2,250.09,531.29
959,182,2,22,2025-02-25,Installation,3.2,230.4,138.23,368.63
960,328,14,49,2025-04-17,Maintenance,7.2,432.0,260.43,692.4300000000001
961,50,7,19,2025-01-06,Maintenance,1.3,68.9,80.61,149.51
962,249,8,19,2024-09-15,Emergency,2.5,237.5,167.49,404.99
963,342,12,48,2025-03-27,Repair,3.0,297.0,251.28,548.28
964,405,5,11,2025-01-06,Maintenance,6.8,414.8,158.94,573.74
965,493,8,37,2025-04-25,Repair,6.2,421.6,234.91,656.51
966,161,13,13,2024-09-08,Inspection,5.4,453.6,36.23,489.83000000000004
967,389,9,14,2024-11-21,Repair,5.5,478.5,285.49,763.99
968,124,10,43,2024-12-31,Emergency,2.8,156.8,165.62,322.42
969,116,11,5,2025-06-03,Emergency,3.4,180.2,171.23,351.42999999999995
970,259,8,48,2025-05-04,Emergency,3.9,195.0,215.72,410.72
971,80,15,34,2024-11-20,Installation,1.6,132.8,79.74,212.54000000000002
972,441,15,48,2025-01-28,Installation,5.9,436.6,94.43,531.03
973,278,4,29,2024-08-05,Inspection,1.2,86.4,48.71,135.11
974,19,8,42,2025-06-20,Maintenance,7.6,539.6,130.6,670.2
975,236,11,23,2025-07-26,Repair,3.5,220.5,127.07,347.57
976,497,15,11,2025-02-13,Inspection,6.0,420.0,106.77,526.77
977,12,2,9,2024-09-07,Repair,3.3,290.4,229.0,519.4
978,490,3,18,2025-05-02,Repair,7.5,532.5,112.51,645.01
979,319,7,30,2025-07-19,Repair,6.9,627.9,265.29,893.19
980,438,4,8,2025-04-01,Installation,7.0,539.0,129.44,668.44
981,80,3,31,2025-02-04,Inspection,4.1,340.3,184.48,524.78
982,186,2,32,2025-02-26,Installation,3.5,308.0,4.79,312.79
983,294,15,30,2025-05-09,Installation,6.7,475.7,118.46,594.16
984,322,13,30,2025-01-06,Maintenance,7.0,427.0,115.76,542.76
985,16,14,11,2025-05-02,Maintenance,3.1,164.3,286.93,451.23
986,381,9,4,2025-05-19,Repair,1.1,71.5,65.67,137.17000000000002
987,55,5,42,2024-09-09,Inspection,1.0,76.0,275.22,351.22
988,29,3,16,2024-12-09,Inspection,3.8,368.6,233.95,602.55
989,330,5,41,2025-01-22,Maintenance,5.2,286.0,181.87,467.87
990,394,2,15,2024-11-25,Installation,1.6,115.2,173.42,288.62
991,402,14,37,2024-12-07,Repair,7.3,416.1,69.26,485.36
992,413,11,10,2024-10-01,Inspection,5.6,330.4,207.18,537.5799999999999
993,58,14,34,2025-06-16,Repair,3.5,182.0,42.27,224.27
994,423,6,7,2024-11-22,Installation,1.4,74.2,195.09,269.29
995,318,5,44,2025-04-13,Installation,3.6,284.4,273.97,558.37
996,31,12,34,2024-11-23,Repair,1.3,115.7,284.83,400.53
997,448,5,46,2025-03-31,Emergency,7.0,679.0,8.89,687.89
998,397,5,30,2024-09-02,Emergency,5.8,539.4,187.97,727.37
999,120,15,50,2024-09-13,Installation,7.7,700.7,251.53,952.23
1000,350,2,11,2024-11-19,Repair,3.3,214.5,274.47,488.97
1001,356,8,36,2025-01-07,Installation,5.0,335.0,92.05,427.05
1002,121,15,25,2025-05-20,Maintenance,3.1,254.2,298.95,553.15
1003,106,5,21,2025-04-21,Installation,3.4,187.0,295.63,482.63
1004,288,15,22,2024-10-11,Maintenance,1.5,135.0,175.57,310.57
1005,229,4,25,2024-12-12,Installation,2.4,144.0,244.98,388.98
1006,190,2,40,2025-06-14,Maintenance,6.7,589.6,35.64,625.24
1007,401,9,35,2024-12-30,Repair,7.8,452.4,15.1,467.5
1008,319,7,4,2025-05-27,Installation,7.9,560.9,96.06,656.96
1009,260,8,48,2025-04-16,Repair,6.2,440.2,39.47,479.66999999999996
1010,100,5,35,2025-07-27,Inspection,2.8,268.8,85.45,354.25
1011,463,5,46,2024-09-12,Repair,2.1,126.0,265.67,391.67
1012,49,7,12,2025-02-23,Emergency,7.6,661.2,256.15,917.35
1013,200,8,3,2025-02-20,Emergency,4.2,415.8,117.01,532.8100000000001
1014,233,6,25,2024-08-28,Inspection,7.4,495.8,11.38,507.18
1015,449,4,40,2024-09-11,Installation,6.4,588.8,227.62,816.42
1016,165,5,45,2025-04-07,Repair,1.6,97.6,152.59,250.19
1017,438,7,16,2025-05-08,Installation,5.0,360.0,12.98,372.98
1018,339,14,29,2024-10-19,Repair,7.5,562.5,56.19,618.69
1019,192,8,35,2025-02-02,Maintenance,7.0,476.0,127.15,603.15
1020,215,4,5,2025-01-07,Emergency,7.1,518.3,236.81,755.1099999999999
1021,5,4,20,2025-03-09,Installation,3.3,207.9,180.43,388.33000000000004
1022,338,7,28,2024-09-09,Repair,3.2,320.0,40.2,360.2
1023,470,6,38,2025-05-27,Emergency,6.0,330.0,260.62,590.62
1024,332,11,11,2024-09-23,Repair,2.5,190.0,230.46,420.46000000000004
1025,33,13,10,2025-04-20,Repair,2.6,192.4,33.62,226.02
1026,280,9,49,2024-10-08,Emergency,1.6,148.8,140.77,289.57000000000005
1027,471,8,32,2024-09-24,Repair,3.0,270.0,206.14,476.14
1028,120,9,2,2025-07-05,Repair,2.5,162.5,69.1,231.6
1029,267,5,37,2024-08-16,Installation,1.6,88.0,5.07,93.07
1030,351,7,49,2025-01-23,Repair,3.0,201.0,21.24,222.24
1031,112,12,16,2024-11-01,Installation,4.3,318.2,260.47,578.6700000000001
1032,435,13,37,2025-03-27,Emergency,6.0,486.0,204.35,690.35
1033,420,14,30,2025-01-22,Inspection,1.1,85.8,59.47,145.26999999999998
1034,205,8,32,2025-08-01,Repair,5.5,533.5,88.64,622.14
1035,277,9,28,2024-10-07,Maintenance,1.7,86.7,238.66,325.36
1036,187,3,5,2024-11-29,Installation,3.1,282.1,146.88,428.98
1037,223,10,12,2025-04-13,Repair,3.3,214.5,204.72,419.22
1038,423,8,11,2024-10-03,Repair,1.8,167.4,238.61,406.01
1039,38,13,12,2025-03-29,Repair,5.5,412.5,37.48,449.98
1040,24,3,43,2025-06-07,Emergency,2.8,182.0,236.83,418.83000000000004
1041,433,2,28,2025-04-06,Repair,3.0,159.0,46.24,205.24
1042,411,8,18,2025-02-08,Inspection,3.0,258.0,106.72,364.72
1043,21,3,22,2024-09-22,Inspection,7.8,561.6,253.08,814.6800000000001
1044,467,4,9,2025-04-20,Emergency,7.3,613.2,21.53,634.73
1045,272,2,21,2025-03-28,Repair,3.3,257.4,281.09,538.49
1046,185,12,16,2025-02-26,Installation,6.1,518.5,282.34,800.8399999999999
1047,169,11,38,2024-11-19,Emergency,1.9,144.4,125.22,269.62
1048,461,3,14,2025-01-03,Emergency,3.9,245.7,279.61,525.31
1049,134,11,24,2025-05-29,Installation,6.9,524.4,8.34,532.74
1050,352,5,4,2024-08-07,Repair,1.3,126.1,171.7,297.79999999999995
1051,413,12,20,2024-08-31,Emergency,5.1,479.4,226.42,705.8199999999999
1052,178,11,5,2024-08-17,Installation,2.9,232.0,262.06,494.06
1053,79,4,28,2025-07-20,Installation,2.1,191.1,180.65,371.75
1054,101,14,42,2025-07-07,Emergency,6.4,422.4,1.56,423.96
1055,446,14,17,2024-08-31,Installation,3.3,287.1,265.6,552.7
1056,211,14,10,2025-05-21,Emergency,2.4,124.8,132.5,257.3
1057,238,7,40,2024-11-10,Inspection,1.2,93.6,189.22,282.82
1058,497,4,18,2025-06-27,Emergency,7.5,427.5,41.04,468.54
1059,231,5,3,2025-04-21,Emergency,4.3,301.0,189.11,490.11
1060,108,14,10,2025-01-21,Maintenance,4.4,369.6,284.52,654.12
1061,67,11,5,2024-10-18,Inspection,1.1,55.0,50.98,105.97999999999999
1062,344,15,24,2024-11-06,Installation,6.2,421.6,127.84,549.44
1063,468,8,35,2025-03-30,Emergency,3.9,241.8,73.32,315.12
1064,215,14,45,2024-12-20,Installation,6.6,495.0,53.85,548.85
1065,261,2,41,2025-04-20,Emergency,7.7,462.0,163.28,625.28
1066,398,8,48,2024-11-14,Maintenance,3.7,192.4,102.77,295.17
1067,65,11,41,2024-09-04,Installation,5.4,437.4,7.58,444.97999999999996
1068,384,11,20,2024-12-06,Installation,6.1,372.1,276.76,648.86
1069,347,1,24,2024-12-15,Inspection,4.1,385.4,201.35,586.75
1070,97,3,35,2025-07-08,Inspection,2.4,139.2,189.92,329.12
1071,175,10,1,2025-04-17,Repair,1.3,130.0,47.93,177.93
1072,238,12,30,2024-09-01,Emergency,3.7,303.4,167.08,470.48
1073,113,12,40,2025-05-20,Emergency,8.0,608.0,63.19,671.19
1074,271,11,4,2025-04-22,Maintenance,7.8,413.4,224.0,637.4
1075,321,14,50,2025-02-19,Maintenance,6.6,363.0,59.96,422.96
1076,481,2,30,2025-02-07,Repair,1.6,160.0,155.19,315.19
1077,248,10,41,2025-03-19,Emergency,5.7,530.1,52.28,582.38
1078,480,13,13,2024-09-18,Emergency,7.8,670.8,30.84,701.64
1079,46,11,7,2024-10-25,Emergency,5.6,509.6,241.58,751.1800000000001
1080,38,8,25,2024-11-03,Installation,4.7,314.9,297.98,612.88
1081,360,3,50,2024-09-18,Repair,2.0,156.0,48.12,204.12
1082,95,15,45,2024-11-03,Repair,6.7,482.4,229.34,711.74
1083,2,10,6,2025-05-12,Maintenance,6.0,330.0,281.85,611.85
1084,77,7,49,2025-01-31,Installation,7.1,433.1,74.02,507.12
1085,9,15,9,2025-03-21,Inspection,4.0,384.0,154.38,538.38
1086,348,12,27,2024-08-20,Emergency,2.3,144.9,285.46,430.36
1087,419,6,41,2025-06-24,Maintenance,3.7,259.0,279.2,538.2
1088,446,11,16,2025-04-14,Maintenance,2.9,275.5,164.29,439.78999999999996
1089,254,13,50,2024-09-29,Installation,3.8,349.6,248.49,598.09
1090,298,4,3,2024-12-29,Emergency,2.4,225.6,46.98,272.58
1091,195,15,30,2025-04-28,Repair,2.6,140.4,230.19,370.59000000000003
1092,374,12,49,2025-07-27,Installation,2.8,207.2,64.38,271.58
1093,145,3,34,2025-03-10,Inspection,3.6,216.0,279.81,495.81
1094,406,12,39,2024-09-13,Maintenance,4.9,294.0,217.44,511.44
1095,465,11,13,2024-11-25,Inspection,4.6,381.8,45.98,427.78000000000003
1096,205,3,44,2025-06-22,Inspection,5.5,506.0,296.22,802.22
1097,107,14,4,2024-08-05,Maintenance,4.3,249.4,289.96,539.36
1098,133,10,47,2024-08-11,Repair,3.1,291.4,115.29,406.69
1099,133,14,14,2025-02-19,Inspection,2.6,241.8,164.4,406.20000000000005
1100,371,14,12,2024-12-22,Maintenance,3.7,233.1,267.68,500.78
1101,169,11,6,2024-08-22,Emergency,6.0,492.0,34.77,526.77
1102,387,1,2,2024-11-23,Emergency,4.2,289.8,81.44,371.24
1103,388,6,17,2025-04-09,Emergency,6.8,408.0,199.15,607.15
1104,385,7,43,2024-08-30,Inspection,5.4,388.8,198.09,586.89
1105,203,3,22,2025-05-25,Installation,1.7,127.5,252.86,380.36
1106,9,11,5,2025-07-28,Inspection,7.2,482.4,249.42,731.8199999999999
1107,136,4,50,2025-06-10,Inspection,4.9,450.8,193.97,644.77
1108,274,9,4,2024-12-11,Maintenance,7.4,569.8,219.86,789.66
1109,33,9,1,2025-07-17,Maintenance,3.9,351.0,112.55,463.55
1110,205,14,47,2025-01-30,Installation,3.7,362.6,183.85,546.45
1111,353,6,45,2025-01-17,Emergency,3.8,349.6,253.17,602.77
1112,36,6,15,2025-03-18,Emergency,3.6,241.2,141.78,382.98
1113,484,14,3,2025-05-12,Inspection,4.8,331.2,207.53,538.73
1114,481,8,46,2025-03-11,Inspection,1.1,75.9,268.24,344.14
1115,425,12,39,2025-06-22,Installation,5.6,436.8,41.88,478.68
1116,172,12,2,2024-11-08,Installation,3.1,201.5,284.99,486.49
1117,366,15,19,2024-12-13,Installation,3.3,297.0,245.18,542.1800000000001
1118,74,3,15,2025-02-15,Maintenance,3.6,208.8,226.8,435.6
1119,226,2,3,2024-10-17,Installation,7.7,577.5,283.25,860.75
1120,191,8,24,2025-05-06,Inspection,3.6,201.6,48.29,249.89
1121,122,13,46,2024-09-13,Emergency,7.2,540.0,121.94,661.94
1122,271,3,11,2024-10-11,Maintenance,2.6,163.8,285.96,449.76
1123,234,15,48,2024-09-12,Repair,5.6,459.2,271.5,730.7
1124,355,15,46,2024-11-25,Repair,1.9,123.5,244.29,367.78999999999996
1125,89,5,23,2024-10-30,Installation,1.8,163.8,196.2,360.0
1126,438,2,22,2025-04-13,Repair,1.9,102.6,162.81,265.40999999999997
1127,320,4,1,2025-04-14,Repair,5.1,311.1,125.97,437.07000000000005
1128,106,3,13,2025-05-04,Installation,3.8,376.2,270.28,646.48
1129,349,5,9,2024-09-17,Repair,6.0,348.0,75.53,423.53
1130,64,1,48,2024-08-21,Emergency,1.7,124.1,110.44,234.54
1131,96,12,16,2025-04-10,Installation,4.7,277.3,17.33,294.63
1132,23,5,20,2024-08-11,Emergency,3.9,308.1,276.88,584.98
1133,339,2,8,2024-11-26,Repair,1.7,161.5,109.03,270.53
1134,14,13,47,2024-12-26,Maintenance,3.8,220.4,119.59,339.99
1135,138,14,47,2025-04-01,Maintenance,7.5,502.5,66.42,568.92
1136,139,14,19,2024-12-03,Installation,2.6,187.2,29.86,217.06
1137,414,3,42,2025-03-31,Inspection,7.0,490.0,147.12,637.12
1138,44,1,32,2025-08-03,Repair,6.9,510.6,287.0,797.6
1139,184,10,7,2025-08-03,Inspection,6.9,662.4,115.04,777.4399999999999
